Date,Gold,Silver,Oil,USD
2009-07-03,932.5,13.19,65.74,80.45
2009-07-06,924.5,13.11,63.12,80.38
2009-07-07,924.0,13.06,61.54,80.7
2009-07-08,918.0,12.85,59.71,80.63
2009-07-09,911.75,12.67,59.17,79.86
2009-07-10,913.0,12.62,58.43,80.23
2009-07-13,908.5,12.43,58.25,80.13
2009-07-14,924.75,12.63,60.48,80.18
2009-07-15,938.0,12.76,61.25,79.32
2009-07-16,935.0,13.04,62.02,79.22
2009-07-17,937.5,13.07,63.54,79.35
2009-07-20,952.75,13.31,64.64,78.91
2009-07-21,947.75,13.44,65.93,78.93
2009-07-22,948.25,13.31,65.36,78.71
2009-07-23,950.0,13.55,68.06,78.8
2009-07-24,951.5,13.51,68.82,78.75
2009-07-27,955.0,13.71,69.78,78.63
2009-07-28,944.25,13.82,68.53,78.85
2009-07-29,931.0,13.41,65.79,79.63
2009-07-30,932.5,13.12,68.82,79.28
2009-07-31,939.0,13.36,70.08,78.35
2009-08-03,959.75,13.89,72.9,77.64
2009-08-04,960.5,14.05,73.82,77.77
2009-08-05,960.5,14.41,74.39,77.52
2009-08-06,964.0,14.47,74.61,78.06
2009-08-07,956.0,14.34,74.21,78.97
2009-08-10,945.0,14.38,73.79,79.26
2009-08-11,942.75,14.21,71.58,79.18
2009-08-12,947.25,14.07,74.03,78.79
2009-08-13,953.5,14.41,73.76,78.49
2009-08-14,953.5,14.86,71.33,78.89
2009-08-17,932.75,14.24,68.65,79.29
2009-08-18,935.0,13.79,68.66,78.94
2009-08-19,943.0,13.66,72.81,78.47
2009-08-20,940.5,13.75,73.75,78.38
2009-08-21,952.5,13.62,73.71,78.04
2009-08-24,951.5,14.12,74.34,78.27
2009-08-25,950.5,13.93,73.1,78.24
2009-08-26,940.5,14.14,70.74,78.66
2009-08-27,943.0,14.03,70.68,78.01
2009-08-28,955.5,14.13,72.8,78.37
2009-08-31,955.5,14.47,69.02,78.17
2009-09-01,955.0,14.68,68.78,78.76
2009-09-02,964.75,14.72,67.6,78.38
2009-09-03,983.0,15.22,66.78,78.47
2009-09-04,989.0,15.83,65.84,78.14
2009-09-07,993.0,16.03,65.84,78.02
2009-09-08,1000.75,16.3,69.2,77.32
2009-09-09,999.5,16.33,69.76,77.09
2009-09-10,990.75,16.17,68.96,76.82
2009-09-11,1008.25,16.54,68.76,76.61
2009-09-14,999.25,16.31,66.91,76.69
2009-09-15,996.0,16.34,66.53,76.54
2009-09-16,1015.75,16.94,68.51,76.24
2009-09-17,1018.5,17.25,71.56,76.19
2009-09-18,1012.0,16.96,70.72,76.42
2009-09-21,997.0,16.42,68.11,76.78
2009-09-22,1014.0,16.75,69.65,76.12
2009-09-23,1010.25,16.95,67.43,76.05
2009-09-24,1009.75,16.56,64.99,76.9
2009-09-25,991.5,15.98,64.6,76.81
2009-09-28,991.75,15.98,65.43,77.05
2009-09-29,989.5,15.97,64.63,77.12
2009-09-30,995.75,16.08,65.82,76.65
2009-10-01,1004.75,16.43,67.12,77.19
2009-10-02,1003.5,16.09,66.5,77.0
2009-10-05,1005.5,16.01,65.26,76.64
2009-10-06,1038.75,16.61,68.51,76.33
2009-10-07,1040.25,17.15,67.65,76.49
2009-10-08,1045.0,17.56,68.47,75.97
2009-10-09,1051.5,17.4,69.45,76.43
2009-10-12,1058.75,17.57,70.75,76.13
2009-10-13,1057.5,17.54,70.81,75.98
2009-10-14,1059.5,17.73,72.16,75.55
2009-10-15,1053.5,17.65,73.14,75.48
2009-10-16,1047.5,17.16,74.58,75.6
2009-10-19,1050.5,17.21,75.86,75.51
2009-10-20,1061.75,17.6,76.51,75.56
2009-10-21,1053.75,17.21,77.74,74.97
2009-10-22,1053.0,17.38,78.36,75.09
2009-10-23,1061.75,17.47,77.72,75.47
2009-10-26,1054.0,17.45,76.45,76.06
2009-10-27,1036.5,16.92,76.69,76.14
2009-10-28,1031.75,16.46,75.11,76.42
2009-10-29,1040.5,16.11,77.18,75.92
2009-10-30,1040.0,16.41,74.91,76.3
2009-10-31,1040.0,16.27,74.91,76.3
2009-11-02,1062.0,16.21,75.56,76.29
2009-11-03,1061.0,16.34,75.68,76.39
2009-11-04,1090.0,16.98,78.21,75.64
2009-11-05,1089.0,17.13,78.02,75.74
2009-11-06,1096.75,17.25,75.51,75.82
2009-11-09,1106.75,17.43,77.18,75.03
2009-11-10,1101.5,17.23,77.07,75.02
2009-11-11,1115.25,17.18,76.99,75.16
2009-11-12,1114.75,17.42,75.18,75.6
2009-11-13,1104.0,17.07,74.81,75.33
2009-11-16,1130.0,17.45,77.14,74.91
2009-11-17,1134.75,18.02,77.36,75.37
2009-11-18,1149.0,18.2,78.64,75.19
2009-11-19,1135.5,18.26,76.45,75.29
2009-11-20,1140.0,18.32,75.61,75.66
2009-11-23,1169.5,18.51,78.14,75.08
2009-11-24,1163.25,18.34,75.35,75.07
2009-11-25,1179.75,18.44,76.57,74.27
2009-11-26,1182.75,18.54,76.57,74.83
2009-11-27,1166.5,17.93,76.0,75.0
2009-11-30,1175.75,18.06,77.77,74.78
2009-12-01,1192.5,18.28,78.68,74.36
2009-12-02,1212.5,19.02,76.96,74.67
2009-12-03,1208.75,19.06,77.76,74.63
2009-12-04,1190.25,18.56,77.74,75.91
2009-12-07,1142.5,18.0,76.18,75.77
2009-12-08,1146.75,18.01,74.93,76.31
2009-12-09,1141.0,17.43,73.63,76.04
2009-12-10,1128.5,17.19,70.91,76.05
2009-12-11,1124.0,17.18,70.07,76.57
2009-12-14,1123.75,17.04,71.19,76.35
2009-12-15,1122.0,17.1,71.33,76.96
2009-12-16,1137.5,17.17,73.34,77.0
2009-12-17,1117.0,17.33,71.28,77.69
2009-12-18,1104.5,17.03,71.87,77.82
2009-12-21,1105.5,17.14,72.74,78.04
2009-12-22,1084.0,16.81,71.64,78.25
2009-12-23,1085.25,16.74,73.87,77.9
2009-12-24,1085.25,17.02,75.15,77.84
2009-12-25,1085.25,17.02,75.15,77.64
2009-12-28,1085.25,17.02,76.59,77.63
2009-12-29,1106.0,17.22,76.65,77.83
2009-12-30,1087.5,16.8,77.62,77.91
2009-12-31,1087.5,16.72,77.91,77.86
2010-01-01,1087.5,16.72,77.91,77.86
2010-01-04,1121.5,16.73,79.05,77.53
2010-01-05,1123.25,17.39,79.27,77.62
2010-01-06,1130.0,17.63,80.14,77.49
2010-01-07,1130.25,17.95,80.57,77.91
2010-01-08,1126.75,17.91,80.06,77.47
2010-01-11,1153.0,18.53,80.14,77.0
2010-01-12,1151.25,18.44,79.38,76.95
2010-01-13,1127.25,18.06,77.57,76.85
2010-01-14,1138.25,18.43,77.61,76.73
2010-01-15,1128.0,18.36,76.85,77.32
2010-01-18,1134.5,18.29,76.85,77.06
2010-01-19,1133.0,18.53,75.18,77.5
2010-01-20,1120.25,18.43,75.09,78.34
2010-01-21,1108.25,17.71,74.13,78.32
2010-01-22,1084.0,17.19,72.73,78.28
2010-01-25,1095.25,16.89,72.18,78.19
2010-01-26,1093.25,16.89,72.63,78.43
2010-01-27,1094.75,16.58,72.75,78.67
2010-01-28,1088.0,16.37,70.65,78.9
2010-01-29,1078.5,15.98,71.2,79.46
2010-02-01,1086.5,15.96,71.58,79.24
2010-02-02,1111.0,16.41,73.94,79.01
2010-02-03,1115.25,16.51,75.77,79.37
2010-02-04,1083.25,16.08,71.3,79.92
2010-02-05,1058.0,15.04,70.11,80.44
2010-02-08,1064.0,14.91,69.62,80.3
2010-02-09,1071.25,14.9,70.4,79.86
2010-02-10,1069.5,15.26,70.4,80.03
2010-02-11,1076.25,15.18,72.35,79.99
2010-02-12,1082.0,15.38,71.49,80.32
2010-02-15,1098.25,15.3,71.49,80.33
2010-02-16,1115.25,15.52,74.82,79.7
2010-02-17,1119.0,15.94,74.89,80.38
2010-02-18,1118.0,15.57,76.61,80.4
2010-02-19,1112.75,15.61,76.88,80.64
2010-02-22,1115.25,16.27,76.95,80.51
2010-02-23,1107.0,16.04,76.44,80.85
2010-02-24,1103.0,15.64,77.0,80.85
2010-02-25,1094.5,15.61,74.38,80.79
2010-02-26,1108.25,15.92,76.36,80.36
2010-02-28,1108.25,16.25,76.36,80.36
2010-03-01,1114.0,16.25,76.07,80.66
2010-03-02,1126.5,16.21,77.5,80.52
2010-03-03,1136.5,16.72,78.66,79.98
2010-03-04,1134.5,16.9,77.88,80.56
2010-03-05,1135.0,16.96,79.2,80.43
2010-03-08,1125.75,17.18,78.94,80.43
2010-03-09,1115.75,16.96,78.77,80.59
2010-03-10,1120.5,17.08,80.29,80.44
2010-03-11,1104.0,16.73,79.44,80.32
2010-03-12,1106.25,16.96,79.38,79.83
2010-03-15,1104.25,16.85,77.08,80.25
2010-03-16,1124.75,16.99,79.45,79.75
2010-03-17,1121.75,17.26,80.28,79.64
2010-03-18,1122.75,17.22,80.09,80.22
2010-03-19,1105.5,17.11,78.37,80.72
2010-03-22,1097.25,16.72,78.09,80.65
2010-03-23,1101.5,16.71,79.17,80.9
2010-03-24,1090.75,16.69,78.03,81.84
2010-03-25,1093.0,16.43,78.64,82.12
2010-03-26,1096.5,16.49,77.98,81.68
2010-03-29,1107.5,16.79,79.89,81.36
2010-03-30,1107.0,17.15,79.46,81.47
2010-03-31,1115.5,17.15,80.37,81.07
2010-04-01,1123.5,17.34,82.63,80.78
2010-04-02,1123.5,17.34,82.63,81.29
2010-04-05,1123.5,17.34,84.48,81.09
2010-04-06,1132.75,17.76,85.05,81.39
2010-04-07,1142.0,17.74,84.49,81.44
2010-04-08,1148.0,17.87,82.63,81.53
2010-04-09,1152.5,17.93,82.77,81.09
2010-04-12,1158.75,18.31,85.21,80.56
2010-04-13,1148.25,17.91,83.44,80.51
2010-04-14,1153.75,18.07,85.81,80.19
2010-04-15,1154.5,18.2,86.9,80.48
2010-04-16,1151.5,18.12,84.81,80.82
2010-04-19,1136.25,17.38,83.09,81.0
2010-04-20,1144.75,17.59,84.73,81.05
2010-04-21,1143.0,17.69,84.55,81.16
2010-04-22,1133.75,17.87,84.58,81.57
2010-04-23,1139.5,17.74,86.09,81.35
2010-04-26,1154.5,17.74,86.72,81.48
2010-04-27,1149.5,18.08,85.59,82.15
2010-04-28,1161.0,17.92,84.59,82.38
2010-04-29,1166.75,17.89,86.82,82.0
2010-04-30,1179.25,18.29,86.19,81.87
2010-05-03,1179.25,18.33,88.09,82.27
2010-05-04,1185.0,18.51,85.39,83.3
2010-05-05,1165.0,17.49,82.31,84.08
2010-05-06,1185.25,17.28,80.21,84.89
2010-05-07,1202.25,17.39,76.48,84.45
2010-05-10,1196.5,18.16,78.08,84.16
2010-05-11,1222.5,18.23,79.0,84.47
2010-05-12,1237.5,19.07,78.7,84.83
2010-05-13,1237.5,19.26,79.41,85.21
2010-05-14,1236.5,19.27,76.43,86.09
2010-05-17,1236.0,19.08,73.87,86.2
2010-05-18,1216.75,18.65,75.12,87.16
2010-05-19,1195.0,18.51,71.86,86.39
2010-05-20,1192.0,17.97,69.56,85.56
2010-05-21,1179.75,17.47,70.45,85.37
2010-05-24,1187.0,17.66,69.62,86.21
2010-05-25,1198.25,17.53,67.18,86.78
2010-05-26,1212.0,17.86,70.59,87.12
2010-05-27,1211.0,17.98,73.56,86.19
2010-05-28,1207.5,18.27,73.0,86.48
2010-05-31,1207.5,18.18,73.0,86.59
2010-06-01,1227.75,18.31,73.08,86.64
2010-06-02,1215.0,18.2,72.78,86.79
2010-06-03,1215.0,18.17,73.12,87.14
2010-06-04,1203.5,17.72,71.84,88.23
2010-06-07,1215.0,17.72,71.09,88.41
2010-06-08,1246.0,17.96,71.43,88.39
2010-06-09,1233.5,18.06,73.68,87.9
2010-06-10,1217.5,17.88,74.33,87.17
2010-06-11,1220.0,18.05,73.28,87.51
2010-06-14,1223.75,18.14,75.11,86.51
2010-06-15,1225.0,18.07,75.29,85.98
2010-06-16,1234.5,18.37,76.12,86.08
2010-06-17,1245.0,18.2,77.52,85.69
2010-06-18,1256.0,18.52,77.05,85.7
2010-06-21,1254.5,19.04,78.53,85.93
2010-06-22,1236.0,18.56,78.08,86.11
2010-06-23,1226.5,18.61,75.22,85.74
2010-06-24,1236.25,18.31,75.17,85.73
2010-06-25,1254.0,18.49,76.21,85.31
2010-06-28,1261.0,18.92,76.66,85.65
2010-06-29,1234.5,18.43,74.21,86.03
2010-06-30,1244.0,18.33,74.94,86.02
2010-07-01,1234.0,18.33,71.73,84.72
2010-07-02,1201.5,17.71,71.75,84.43
2010-07-05,1208.0,17.64,71.75,84.61
2010-07-06,1195.0,17.57,73.08,84.08
2010-07-07,1193.25,17.52,72.97,83.82
2010-07-08,1193.5,17.88,74.56,83.82
2010-07-09,1208.75,17.7,75.2,83.95
2010-07-12,1205.5,17.85,74.35,84.2
2010-07-13,1216.0,17.7,76.45,83.64
2010-07-14,1207.0,18.03,76.63,83.43
2010-07-15,1208.0,18.11,75.52,82.56
2010-07-16,1189.25,18.06,75.55,82.49
2010-07-19,1181.0,17.61,76.29,82.51
2010-07-20,1183.0,17.42,76.31,82.75
2010-07-21,1191.5,17.5,75.75,83.39
2010-07-22,1199.5,17.44,77.59,82.59
2010-07-23,1190.5,17.92,77.27,82.46
2010-07-26,1183.5,17.96,77.9,82.09
2010-07-27,1168.0,17.95,75.52,82.19
2010-07-28,1157.0,17.43,76.66,82.18
2010-07-29,1162.5,17.37,78.6,81.64
2010-07-30,1169.0,17.36,77.5,81.54
2010-08-02,1188.5,17.87,81.93,80.94
2010-08-03,1187.5,18.14,83.6,80.6
2010-08-04,1199.5,18.3,83.76,80.89
2010-08-05,1192.5,18.1,82.9,80.83
2010-08-06,1207.75,18.13,81.28,80.41
2010-08-09,1203.0,18.25,81.54,80.71
2010-08-10,1192.5,18.09,79.89,80.8
2010-08-11,1205.5,18.05,77.83,82.29
2010-08-12,1213.0,17.68,76.63,82.64
2010-08-13,1214.25,17.91,75.14,82.95
2010-08-16,1223.5,17.98,74.56,82.53
2010-08-17,1226.0,18.19,76.74,82.23
2010-08-18,1218.0,18.3,75.1,82.22
2010-08-19,1233.5,18.23,74.84,82.45
2010-08-20,1223.5,18.07,73.48,83.06
2010-08-23,1226.0,17.79,73.08,83.12
2010-08-24,1222.0,17.7,70.61,83.15
2010-08-25,1237.5,18.2,70.74,83.26
2010-08-26,1237.0,18.79,74.5,82.93
2010-08-27,1235.0,18.73,75.16,82.92
2010-08-30,1235.0,18.9,76.05,83.16
2010-08-31,1246.0,18.77,75.51,83.2
2010-09-01,1246.5,19.14,75.53,82.52
2010-09-02,1248.5,19.15,74.93,82.46
2010-09-03,1240.5,19.39,75.03,82.1
2010-09-06,1249.0,19.64,75.03,82.04
2010-09-07,1256.75,19.62,75.78,82.82
2010-09-08,1255.0,19.69,77.48,82.58
2010-09-09,1255.0,19.64,77.87,82.67
2010-09-10,1246.5,19.53,77.54,82.7
2010-09-13,1243.75,19.67,78.52,81.91
2010-09-14,1265.5,19.95,78.89,81.08
2010-09-15,1267.0,20.25,78.46,81.49
2010-09-16,1272.5,20.35,78.89,81.24
2010-09-17,1274.0,20.62,77.43,81.4
2010-09-20,1279.25,20.63,79.42,81.33
2010-09-21,1275.0,20.5,78.76,80.44
2010-09-22,1293.5,20.76,77.29,79.83
2010-09-23,1290.75,20.91,77.69,80.01
2010-09-24,1297.0,21.02,78.73,79.39
2010-09-27,1297.0,21.02,77.71,79.34
2010-09-28,1294.0,21.08,79.14,79.01
2010-09-29,1307.5,21.6,78.79,78.69
2010-09-30,1307.0,21.68,80.77,78.72
2010-10-01,1316.25,21.64,82.69,78.09
2010-10-04,1313.5,21.93,83.42,78.45
2010-10-05,1330.5,21.75,83.35,77.75
2010-10-06,1346.5,22.72,85.01,77.39
2010-10-07,1345.0,23.08,83.67,77.39
2010-10-08,1341.5,22.33,83.88,77.33
2010-10-11,1351.5,23.2,83.08,77.44
2010-10-12,1348.5,22.92,82.99,77.36
2010-10-13,1365.5,23.23,84.01,77.07
2010-10-14,1373.25,24.2,83.55,76.65
2010-10-15,1367.5,24.47,81.94,77.04
2010-10-18,1367.25,23.69,82.3,76.93
2010-10-19,1339.0,24.11,81.12,78.18
2010-10-20,1339.0,23.41,81.68,77.17
2010-10-21,1343.5,23.63,81.28,77.42
2010-10-22,1322.5,22.9,80.75,77.47
2010-10-25,1337.5,23.37,81.91,77.1
2010-10-26,1329.5,23.35,82.62,77.71
2010-10-27,1324.5,23.61,81.27,78.15
2010-10-28,1333.5,23.41,82.97,77.31
2010-10-29,1346.75,23.74,82.47,77.27
2010-11-01,1354.5,24.69,84.06,77.3
2010-11-02,1351.0,24.52,84.71,76.72
2010-11-03,1345.5,24.64,85.33,76.48
2010-11-04,1381.0,24.78,86.83,75.88
2010-11-05,1395.5,26.15,87.05,76.55
2010-11-08,1388.5,26.6,87.15,77.03
2010-11-09,1421.0,27.75,87.93,77.44
2010-11-10,1390.5,27.23,87.92,77.63
2010-11-11,1398.5,27.23,88.08,78.22
2010-11-12,1388.5,26.87,86.07,78.08
2010-11-15,1368.5,25.88,85.49,78.52
2010-11-16,1349.0,25.46,83.98,79.21
2010-11-17,1337.5,25.16,83.36,79.08
2010-11-18,1350.25,25.88,83.7,78.62
2010-11-19,1342.5,26.84,83.17,78.5
2010-11-22,1356.5,27.45,82.34,78.68
2010-11-23,1377.5,27.44,82.37,79.68
2010-11-24,1372.5,27.34,84.53,79.87
2010-11-25,1373.25,27.26,84.53,79.87
2010-11-26,1355.0,27.15,84.78,80.36
2010-11-29,1357.0,26.6,85.9,80.83
2010-11-30,1383.5,26.94,86.02,81.19
2010-12-01,1385.5,27.94,88.56,80.71
2010-12-02,1389.0,28.3,89.37,80.3
2010-12-03,1403.5,28.51,90.65,79.38
2010-12-06,1415.25,29.47,91.25,79.57
2010-12-07,1420.0,29.87,90.78,79.86
2010-12-08,1385.5,28.69,89.74,80.0
2010-12-09,1391.25,28.3,89.93,80.07
2010-12-10,1375.25,28.65,89.54,80.07
2010-12-13,1399.0,28.59,90.4,79.28
2010-12-14,1394.5,29.54,90.63,79.37
2010-12-15,1388.75,29.21,91.33,80.26
2010-12-16,1363.0,28.78,91.09,80.18
2010-12-17,1368.5,28.86,91.11,80.37
2010-12-20,1380.0,29.11,91.31,80.63
2010-12-21,1383.0,29.12,93.11,80.72
2010-12-22,1387.0,29.14,93.55,80.73
2010-12-23,1373.5,29.08,93.63,80.5
2010-12-24,1373.5,29.06,93.63,80.5
2010-12-27,1373.5,29.06,93.08,80.37
2010-12-28,1373.5,29.06,93.52,80.36
2010-12-29,1412.5,30.02,93.52,79.8
2010-12-30,1405.5,30.49,92.5,79.52
2010-12-31,1405.5,30.44,93.23,79.03
2011-01-03,1405.5,30.44,95.82,79.13
2011-01-04,1388.5,30.49,93.52,79.44
2011-01-05,1368.0,29.45,95.07,80.26
2011-01-06,1368.5,29.16,94.95,80.79
2011-01-07,1367.0,28.71,94.25,81.01
2011-01-10,1368.25,28.68,95.05,80.88
2011-01-11,1374.0,28.9,96.8,80.85
2011-01-12,1378.75,29.46,97.86,80.03
2011-01-13,1381.5,29.41,97.86,79.19
2011-01-14,1367.0,28.63,97.86,79.16
2011-01-17,1360.5,28.27,97.86,79.34
2011-01-18,1369.5,28.12,97.83,78.96
2011-01-19,1372.0,28.88,98.42,78.64
2011-01-20,1345.5,28.43,96.27,78.82
2011-01-21,1343.5,27.28,96.84,78.21
2011-01-24,1343.0,27.58,96.76,78.05
2011-01-25,1324.0,26.62,96.76,78.0
2011-01-26,1328.0,26.62,96.04,77.9
2011-01-27,1334.5,27.42,96.48,77.73
2011-01-28,1319.0,26.52,97.06,78.13
2011-01-31,1327.0,27.78,98.97,77.73
2011-02-01,1331.5,27.96,100.4,77.07
2011-02-02,1337.0,28.32,101.3,77.16
2011-02-03,1328.0,28.11,101.69,77.75
2011-02-04,1355.0,28.62,99.43,78.04
2011-02-07,1347.5,28.95,99.44,78.03
2011-02-08,1363.5,29.24,99.25,78.0
2011-02-09,1365.0,29.98,100.16,77.64
2011-02-10,1353.25,29.92,100.74,78.25
2011-02-11,1364.0,29.91,99.93,78.46
2011-02-14,1365.0,29.71,103.12,78.61
2011-02-15,1372.75,30.36,102.48,78.57
2011-02-16,1371.25,30.53,102.78,78.22
2011-02-17,1379.0,30.48,103.45,78.0
2011-02-18,1383.5,31.5,102.2,77.66
2011-02-21,1403.0,32.78,102.2,77.69
2011-02-22,1401.0,33.51,106.82,77.77
2011-02-23,1409.25,32.73,109.77,77.41
2011-02-24,1411.5,33.35,113.91,77.06
2011-02-25,1402.5,32.4,111.47,77.28
2011-02-28,1411.0,33.28,112.27,76.89
2011-03-01,1420.75,33.71,113.34,77.05
2011-03-02,1435.5,34.34,116.89,76.67
2011-03-03,1421.5,34.39,114.42,76.48
2011-03-04,1427.0,34.19,115.71,76.4
2011-03-07,1437.5,34.19,116.58,76.5
2011-03-08,1426.25,35.59,112.32,76.8
2011-03-09,1431.0,35.79,115.19,76.72
2011-03-10,1413.25,35.79,114.07,77.28
2011-03-11,1411.5,35.05,114.07,76.78
2011-03-14,1422.25,35.72,112.95,76.35
2011-03-15,1400.5,35.14,111.11,76.33
2011-03-16,1402.0,34.07,110.96,76.68
2011-03-17,1403.75,33.75,114.18,76.04
2011-03-18,1420.0,34.54,114.13,75.72
2011-03-21,1432.0,35.58,114.92,75.4
2011-03-22,1426.0,35.91,115.63,75.41
2011-03-23,1439.5,36.05,115.65,75.79
2011-03-24,1447.0,37.06,115.41,75.66
2011-03-25,1436.0,37.2,115.45,76.22
2011-03-28,1417.0,36.76,115.95,76.13
2011-03-29,1417.5,36.79,115.58,76.25
2011-03-30,1425.5,36.9,115.35,76.12
2011-03-31,1439.0,37.37,116.94,75.86
2011-04-01,1418.0,37.43,118.63,75.83
2011-04-04,1435.5,37.88,120.07,75.91
2011-04-05,1433.5,38.47,122.87,75.88
2011-04-06,1461.5,39.1,123.01,75.51
2011-04-07,1459.5,39.17,122.9,75.58
2011-04-08,1469.5,39.68,126.3,75.07
2011-04-11,1468.0,41.38,126.46,75.06
2011-04-12,1450.5,39.93,121.33,74.85
2011-04-13,1457.5,40.06,122.7,74.98
2011-04-14,1465.75,40.58,122.74,74.69
2011-04-15,1476.75,42.0,124.63,74.83
2011-04-18,1493.0,42.97,121.69,75.5
2011-04-19,1490.5,42.84,121.35,75.03
2011-04-20,1501.0,43.98,124.26,74.37
2011-04-21,1504.0,45.53,123.64,74.0
2011-04-22,1504.0,45.53,123.64,74.0
2011-04-25,1504.0,45.53,123.64,73.99
2011-04-26,1497.5,45.53,124.55,73.84
2011-04-27,1511.0,45.52,124.94,73.52
2011-04-28,1535.5,48.07,126.59,73.12
2011-04-29,1535.5,48.12,126.59,72.93
2011-05-02,1535.5,43.76,126.64,72.95
2011-05-03,1540.25,44.65,124.01,73.14
2011-05-04,1541.0,41.22,121.55,73.03
2011-05-05,1511.0,38.85,111.93,74.19
2011-05-06,1486.5,34.7,113.69,74.84
2011-05-09,1502.0,35.93,113.21,74.74
2011-05-10,1513.5,37.66,117.82,74.61
2011-05-11,1508.0,38.8,115.66,75.33
2011-05-12,1489.5,34.55,112.87,75.24
2011-05-13,1505.75,34.67,113.08,75.76
2011-05-16,1500.75,34.58,113.72,75.47
2011-05-17,1478.5,33.59,109.39,75.4
2011-05-18,1496.5,34.15,112.54,75.47
2011-05-19,1493.0,35.05,113.2,75.12
2011-05-20,1490.75,34.93,111.25,75.44
2011-05-23,1510.5,34.66,110.13,76.1
2011-05-24,1527.0,34.91,112.52,75.88
2011-05-25,1526.25,36.23,114.47,75.93
2011-05-26,1518.5,38.0,115.06,75.55
2011-05-27,1533.0,37.47,114.85,74.95
2011-05-30,1533.0,37.77,114.85,74.96
2011-05-31,1536.5,37.96,117.18,74.64
2011-06-01,1533.75,37.99,116.15,74.68
2011-06-02,1539.5,36.88,114.3,74.33
2011-06-03,1540.0,35.82,115.09,73.78
2011-06-06,1549.0,35.82,115.4,73.95
2011-06-07,1545.0,36.47,116.14,73.52
2011-06-08,1537.75,36.55,118.43,73.93
2011-06-09,1537.75,36.5,119.95,74.19
2011-06-10,1529.25,37.3,118.71,74.8
2011-06-13,1526.25,35.73,120.49,74.51
2011-06-14,1516.0,34.75,120.35,74.33
2011-06-15,1529.75,35.18,114.67,75.6
2011-06-16,1523.25,35.25,114.69,75.75
2011-06-17,1537.5,35.08,113.74,74.99
2011-06-20,1544.0,35.57,112.21,75.03
2011-06-21,1544.75,35.64,112.02,74.54
2011-06-22,1552.5,36.09,113.59,74.78
2011-06-23,1523.0,35.95,108.27,75.45
2011-06-24,1514.75,34.9,104.79,75.67
2011-06-27,1498.0,33.69,104.57,75.39
2011-06-28,1499.0,33.49,107.57,75.06
2011-06-29,1504.25,33.84,111.49,74.69
2011-06-30,1505.5,34.66,111.71,74.3
2011-07-01,1483.0,34.19,109.82,74.35
2011-07-04,1495.0,33.73,109.82,74.28
2011-07-05,1510.0,33.82,113.21,74.69
2011-07-06,1527.25,35.26,113.55,75.12
2011-07-07,1527.5,35.79,117.4,74.96
2011-07-08,1541.5,36.1,117.4,75.18
2011-07-11,1555.5,36.3,117.35,75.99
2011-07-12,1550.5,35.38,117.36,75.81
2011-07-13,1579.0,36.06,118.46,75.21
2011-07-14,1590.5,38.17,117.38,75.25
2011-07-15,1587.0,37.99,118.06,75.13
2011-07-18,1599.0,39.45,117.05,75.48
2011-07-19,1601.0,40.18,118.18,75.22
2011-07-20,1586.0,38.92,118.52,74.79
2011-07-21,1601.0,39.79,118.25,74.02
2011-07-22,1602.0,38.93,118.99,74.2
2011-07-25,1613.5,40.21,118.27,74.06
2011-07-26,1612.75,40.1,118.14,73.47
2011-07-27,1625.0,40.65,117.99,74.09
2011-07-28,1613.5,40.11,118.16,74.22
2011-07-29,1628.5,39.4,115.93,73.9
2011-08-01,1623.0,39.26,116.37,74.26
2011-08-02,1637.75,39.31,116.02,74.51
2011-08-03,1669.25,40.57,113.74,74.04
2011-08-04,1679.5,41.49,110.22,75.12
2011-08-05,1658.75,38.95,106.92,74.6
2011-08-08,1693.0,39.65,103.06,74.79
2011-08-09,1736.0,38.48,103.63,74.61
2011-08-10,1772.0,37.94,103.84,74.64
2011-08-11,1760.0,38.82,107.82,74.68
2011-08-12,1736.0,38.43,108.17,74.61
2011-08-15,1739.0,38.68,108.89,73.84
2011-08-16,1782.5,39.4,109.69,74.01
2011-08-17,1790.0,39.65,111.37,73.67
2011-08-18,1824.0,39.99,108.36,74.24
2011-08-19,1848.0,40.55,109.37,74.01
2011-08-22,1877.5,43.32,108.83,74.07
2011-08-23,1876.0,43.26,110.35,73.89
2011-08-24,1770.0,41.8,111.91,74.01
2011-08-25,1729.0,39.5,111.91,74.28
2011-08-26,1788.0,40.45,112.29,73.81
2011-08-29,1788.0,40.94,112.29,73.72
2011-08-30,1825.0,40.46,115.59,73.95
2011-08-31,1813.5,41.09,116.48,74.12
2011-09-01,1821.0,41.27,116.43,74.48
2011-09-02,1875.25,41.57,115.92,74.76
2011-09-05,1895.0,42.84,115.92,75.11
2011-09-06,1895.0,42.72,113.29,75.95
2011-09-07,1810.0,41.44,117.5,75.47
2011-09-08,1855.0,41.39,117.99,76.25
2011-09-09,1851.0,42.12,115.1,77.19
2011-09-12,1834.0,40.91,114.75,77.58
2011-09-13,1820.0,40.46,114.08,76.92
2011-09-14,1818.5,40.71,113.1,76.83
2011-09-15,1782.0,40.24,116.71,76.24
2011-09-16,1794.0,39.33,116.26,76.6
2011-09-19,1794.0,40.31,112.89,77.15
2011-09-20,1799.0,39.2,114.39,77.02
2011-09-21,1793.0,39.73,114.26,77.34
2011-09-22,1722.0,39.17,109.21,78.45
2011-09-23,1689.0,35.46,109.17,78.5
2011-09-26,1598.0,28.47,107.9,78.36
